Accession,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Collection_Date
JF719069,West Nile virus,10990,complete,Spain,Spain,,Equus caballus,2010-08
JF703161,West Nile virus,11029,complete,USA,USA,,Culex tarsalis,2004-07-02
JF703162,West Nile virus,11029,complete,USA,USA,,Culex tarsalis,2003-07
JF703163,West Nile virus,11029,complete,USA,USA,,Culex tarsalis,2005-11-08
JF703164,West Nile virus,11029,complete,USA,USA,,Culex tarsalis,2003
JN367277,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
JF415914,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2005
JF415915,West Nile virus,11029,complete,USA: Texas,USA,TX,Quiscalus quiscula,2006
JF415916,West Nile virus,11029,complete,USA: Texas,USA,TX,Mimus polyglottos,2006
JF415917,West Nile virus,11028,complete,USA: Texas,USA,TX,Cyanocitta cristata,2007
JF415918,West Nile virus,11029,complete,USA: Texas,USA,TX,Cyanocitta cristata,2007
JF415919,West Nile virus,11029,complete,USA: Texas,USA,TX,Aedes albopictus,2007
JF415920,West Nile virus,11029,complete,USA: Texas,USA,TX,Cyanocitta cristata,2007
JF415921,West Nile virus,11028,complete,USA: Texas,USA,TX,Cyanocitta cristata,2008
JF415922,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2009
JF415923,West Nile virus,11028,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2009
JF415924,West Nile virus,11028,complete,USA: Texas,USA,TX,Cyanocitta cristata,2009
JF415925,West Nile virus,11028,complete,USA: Texas,USA,TX,Aedes albopictus,2009
JF415926,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2009
JF415927,West Nile virus,11031,complete,USA: Texas,USA,TX,Aedes albopictus,2009
JF415928,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2009
JF415929,West Nile virus,11023,complete,USA: Texas,USA,TX,Cyanocitta cristata,2005
JF415930,West Nile virus,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,2006
JF972636,West Nile virus,10623,complete,USA: Connecticut,USA,CT,Culiseta melanura,2008
HQ671742,West Nile virus,10622,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2002
JF899528,West Nile virus,10610,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
JF899529,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
JF899530,West Nile virus,10613,complete,,,,Mus musculus,
JF899531,West Nile virus,10623,complete,,,,Mus musculus,
JF899532,West Nile virus,10622,complete,,,,Mus musculus,
JF899533,West Nile virus,10631,complete,,,,Mus musculus,
JF899534,West Nile virus,10434,complete,,,,Mus musculus,
JF899535,West Nile virus,10580,complete,,,,Mus musculus,
JF899536,West Nile virus,10601,complete,,,,Mus musculus,
JF899537,West Nile virus,10622,complete,,,,Mus musculus,
JF920306,West Nile virus,10700,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
JF920307,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culiseta melanura,2001
JF920728,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
JF920729,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920730,West Nile virus,10695,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920731,West Nile virus,10778,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920732,West Nile virus,10811,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920733,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920734,West Nile virus,10492,complete,USA: Connecticut,USA,CT,Culex restuans,2006
JF920735,West Nile virus,10625,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920736,West Nile virus,10796,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920737,West Nile virus,10513,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
JF920738,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920739,West Nile virus,10791,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920740,West Nile virus,10512,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920741,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920742,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920743,West Nile virus,10466,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920744,West Nile virus,10623,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920745,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920746,West Nile virus,10511,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
JF920747,West Nile virus,10968,complete,USA: Connecticut,USA,CT,Culex salinarius,2008
JF920748,West Nile virus,10497,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920749,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920750,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920751,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex restuans,2008
JF920752,West Nile virus,10569,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920753,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex restuans,2008
JF920754,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920755,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920756,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920757,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
JF920758,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culiseta melanura,2009
JF920759,West Nile virus,10616,complete,USA: Connecticut,USA,CT,Culex pipiens,2009
JF920760,West Nile virus,10497,complete,USA: Connecticut,USA,CT,Culex pipiens,2009
JF730041,West Nile virus,10497,complete,,,,Mus musculus,
HQ537483,West Nile virus,11028,complete,Greece,Greece,,Culex pipiens,2010
HM147822,West Nile virus,11065,complete,South Africa,South Africa,,,1958
HM147823,West Nile virus,11051,complete,Madagascar,Madagascar,,,1988
HM147824,West Nile virus,11050,complete,Democratic Republic of the Congo,Democratic Republic of the Congo,,,1958
JF488086,West Nile virus,10981,complete,USA: Connecticut,USA,CT,Culex pipiens,2004
JF488087,West Nile virus,10828,complete,USA: Connecticut,USA,CT,Culex pipiens,2004
JF488088,West Nile virus,11355,complete,USA: Connecticut,USA,CT,Culex pipiens,2004
JF488089,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Culex restuans,2004
JF488090,West Nile virus,10783,complete,USA: Connecticut,USA,CT,Culex pipiens,2004
JF488091,West Nile virus,10841,complete,USA: Connecticut,USA,CT,Culex salinarius,2004
JF488092,West Nile virus,10769,complete,USA: Connecticut,USA,CT,Culex restuans,2004
JF488093,West Nile virus,10990,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
JF488094,West Nile virus,10622,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2004
JF488095,West Nile virus,10622,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2009
JF488096,West Nile virus,10579,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2009
JF488097,West Nile virus,10619,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
JF730040,West Nile virus,10584,complete,,,,Mus musculus,
JF730042,West Nile virus,10414,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
JF730043,West Nile virus,10743,complete,USA: Connecticut,USA,CT,Culex pipiens,2002
JF784158,West Nile virus,10621,complete,,,,Mus musculus,
HM051416,West Nile virus,11029,complete,Israel,Israel,,Homo sapiens,1953
HQ671668,West Nile virus,10623,complete,,,,Mus musculus,
HQ671669,West Nile virus,10957,complete,,,,Mus musculus,
HQ671670,West Nile virus,10708,complete,,,,Mus musculus,
HQ671671,West Nile virus,10619,complete,,,,Mus musculus,
HQ671672,West Nile virus,10610,complete,,,,Mus musculus,
HQ671673,West Nile virus,10614,complete,,,,Mus musculus,
HQ671674,West Nile virus,10613,complete,,,,Mus musculus,
HQ671675,West Nile virus,10613,complete,,,,Mus musculus,
HQ671676,West Nile virus,10504,complete,,,,Mus musculus,
HQ671677,West Nile virus,10621,complete,,,,Mus musculus,
HQ671678,West Nile virus,10462,complete,,,,Mus musculus,
HQ671679,West Nile virus,10787,complete,,,,Mus musculus,
HQ671680,West Nile virus,10584,complete,,,,Mus musculus,
HQ671681,West Nile virus,10632,complete,,,,Mus musculus,
HQ671682,West Nile virus,10599,complete,,,,Mus musculus,
HQ671683,West Nile virus,10785,complete,,,,Mus musculus,
HQ671684,West Nile virus,10584,complete,,,,Mus musculus,
HQ671685,West Nile virus,10584,complete,,,,Mus musculus,
HQ671686,West Nile virus,10583,complete,,,,Mus musculus,
HQ671687,West Nile virus,10622,complete,,,,Culex quinquefasciatus,
HQ671688,West Nile virus,10619,complete,,,,Culex quinquefasciatus,
HQ671689,West Nile virus,10619,complete,,,,Culex quinquefasciatus,
HQ671690,West Nile virus,10604,complete,,,,Culex quinquefasciatus,
HQ671691,West Nile virus,10642,complete,,,,Gallus gallus,
HQ671692,West Nile virus,10624,complete,,,,Gallus gallus,
HQ671693,West Nile virus,10614,complete,,,,Gallus gallus,
HQ671694,West Nile virus,10613,complete,,,,Gallus gallus,
HQ671695,West Nile virus,10612,complete,,,,Gallus gallus,
HQ671731,West Nile virus,10620,complete,,,,Culex quinquefasciatus,
HQ671732,West Nile virus,10590,complete,,,,Mus musculus,
HQ671733,West Nile virus,10584,complete,,,,Mus musculus,
HQ705663,West Nile virus,10516,complete,,,,Mus musculus,
HQ705670,West Nile virus,10623,complete,,,,Culex quinquefasciatus,
HQ705671,West Nile virus,10620,complete,,,,Culex quinquefasciatus,
HQ705672,West Nile virus,10623,complete,,,,Culex quinquefasciatus,
HQ705673,West Nile virus,10621,complete,,,,Culex quinquefasciatus,
HQ705674,West Nile virus,10623,complete,,,,Culex quinquefasciatus,
HQ705675,West Nile virus,10620,complete,,,,Culex quinquefasciatus,
HQ705676,West Nile virus,10583,complete,,,,Mus musculus,
HQ705677,West Nile virus,10613,complete,,,,Gallus gallus,
HQ705678,West Nile virus,10609,complete,,,,Gallus gallus,
HQ891009,West Nile virus,10584,complete,,,,Mus musculus,
HQ891010,West Nile virus,10584,complete,,,,Mus musculus,
HQ891011,West Nile virus,10584,complete,,,,Mus musculus,
HQ891012,West Nile virus,10585,complete,,,,Mus musculus,
HQ891013,West Nile virus,10584,complete,,,,Mus musculus,
JF357958,West Nile virus,10617,complete,,,,Mus musculus,
JF357959,West Nile virus,10546,complete,,,,Mus musculus,
JF357960,West Nile virus,10621,complete,,,,Gallus gallus,
HQ671696,West Nile virus,10618,complete,USA: Connecticut,USA,CT,Culex salinarius,2001
HQ671697,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Aedes vexans,2001
HQ671698,West Nile virus,10554,complete,USA: Connecticut,USA,CT,Culex restuans,2002
HQ671699,West Nile virus,10667,complete,USA: Connecticut,USA,CT,Ochlerotatus sollicitans,2002
HQ671700,West Nile virus,10645,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HQ671701,West Nile virus,10734,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HQ671702,West Nile virus,10662,complete,USA: Connecticut,USA,CT,Ochlerotatus canadensis,2003
HQ671703,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HQ671704,West Nile virus,10804,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HQ671705,West Nile virus,10731,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HQ671706,West Nile virus,10614,complete,USA: Connecticut,USA,CT,Aedes vexans,1999
HQ671707,West Nile virus,10607,complete,USA: Connecticut,USA,CT,Culex pipiens,1999
HQ671708,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culex restuans,2000
HQ671709,West Nile virus,10488,complete,USA: Connecticut,USA,CT,Culex pipiens,2000
HQ671710,West Nile virus,10612,complete,USA: Connecticut,USA,CT,Culex pipiens,2000
HQ671711,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culex pipiens,2000
HQ671712,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culiseta melanura,2000
HQ671713,West Nile virus,10677,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,2001
HQ671714,West Nile virus,10613,complete,USA: Connecticut,USA,CT,Culex salinarius,2001
HQ671715,West Nile virus,10614,complete,USA: Connecticut,USA,CT,Culex pipiens,2001
HQ671716,West Nile virus,10610,complete,USA: Connecticut,USA,CT,Culiseta melanura,2001
HQ671717,West Nile virus,10614,complete,USA: Connecticut,USA,CT,Aedes cinereus,2001
HQ671718,West Nile virus,10614,complete,USA: Connecticut,USA,CT,Culex salinarius,2001
HQ671719,West Nile virus,10612,complete,USA: Connecticut,USA,CT,Culex pipiens,2001
HQ671720,West Nile virus,10737,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,2002
HQ671721,West Nile virus,10622,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HQ671722,West Nile virus,10454,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2002
HQ671723,West Nile virus,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HQ671724,West Nile virus,10389,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
HQ671725,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
HQ671726,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
HQ671727,West Nile virus,10553,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2006
HQ671728,West Nile virus,10614,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2006
HQ671729,West Nile virus,10613,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2006
HQ671730,West Nile virus,10609,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
HQ705659,West Nile virus,10522,complete,USA: Connecticut,USA,CT,Aedes cinereus,2003
HQ705660,West Nile virus,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HQ705669,West Nile virus,10451,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2002
HQ596519,West Nile virus,11029,complete,USA,USA,,Corvus,1999
HM488122,West Nile virus,10617,complete,,,,Culex pipiens,2006
HM488123,West Nile virus,10449,complete,,,,Culex pipiens,2006
HM488124,West Nile virus,10622,complete,,,,Mesocricetus auratus,2006
HM488114,West Nile virus,11020,complete,USA: Connecticut,USA,CT,Aedes cinereus,2002
HM488115,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,2005
HM488116,West Nile virus,10904,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488117,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus triseriatus,2005
HM488118,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488119,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488120,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488121,West Nile virus,10718,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488125,West Nile virus,10516,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,1999
HM488126,West Nile virus,10598,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,1999
HM488127,West Nile virus,10625,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,1999
HM488128,West Nile virus,10616,complete,USA: Connecticut,USA,CT,Corvus brachyrhynchos,1999
HM488129,West Nile virus,10617,complete,USA: Connecticut,USA,CT,Culex salinarius,2000
HM488130,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,2000
HM488131,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Culex pipiens,2000
HM488132,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culiseta melanura,2000
HM488133,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2001
HM488134,West Nile virus,10513,complete,USA: Connecticut,USA,CT,Ochlerotatus sollicitans,2001
HM488135,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus cantator,2001
HM488136,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex restuans,2001
HM488137,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2002
HM488138,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488139,West Nile virus,10445,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488140,West Nile virus,10466,complete,USA: Connecticut,USA,CT,Aedes vexans,2003
HM488141,West Nile virus,10523,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM488142,West Nile virus,10421,complete,USA: Connecticut,USA,CT,Ochlerotatus triseriatus,2004
HM488143,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Aedes cinereus,2004
HM488144,West Nile virus,11029,complete,USA: Connecticut,USA,CT,Culex restuans,2004
HM488145,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Aedes vexans,2004
HM488146,West Nile virus,10518,complete,USA: Connecticut,USA,CT,Psorophora ferox,2004
HM488147,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,2004
HM488148,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2004
HM488149,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus cantator,2005
HM488150,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488151,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488152,West Nile virus,10567,complete,USA: Connecticut,USA,CT,Aedes vexans,2005
HM488153,West Nile virus,10643,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488154,West Nile virus,10625,complete,USA: Connecticut,USA,CT,Culex pipiens,2005
HM488155,West Nile virus,10617,complete,USA: Connecticut,USA,CT,Culex restuans,2006
HM488156,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
HM488157,West Nile virus,10645,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
HM488158,West Nile virus,10504,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
HM488159,West Nile virus,10434,complete,USA: Connecticut,USA,CT,Culex salinarius,2006
HM488160,West Nile virus,10617,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
HM488161,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
HM488162,West Nile virus,10610,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
HM488163,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
HM488164,West Nile virus,10453,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
HM488165,West Nile virus,10534,complete,USA: Connecticut,USA,CT,Culex pipiens,2007
HM488166,West Nile virus,10687,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
HM488167,West Nile virus,10619,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
HM488168,West Nile virus,10706,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
HM488169,West Nile virus,10502,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
HM488170,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Culex pipiens,2008
HM488171,West Nile virus,10854,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488172,West Nile virus,10887,complete,USA: Connecticut,USA,CT,Ochlerotatus sticticus,2003
HM488173,West Nile virus,10902,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488174,West Nile virus,10741,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488175,West Nile virus,10707,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488176,West Nile virus,11018,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488177,West Nile virus,10621,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488178,West Nile virus,10614,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488179,West Nile virus,10452,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488180,West Nile virus,10541,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488181,West Nile virus,10433,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488182,West Nile virus,10474,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2002
HM488183,West Nile virus,10621,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2002
HM488184,West Nile virus,10621,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2002
HM488185,West Nile virus,10621,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2003
HM488186,West Nile virus,10440,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2003
HM488187,West Nile virus,10442,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2003
HM488188,West Nile virus,10621,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2004
HM488189,West Nile virus,10508,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2004
HM488190,West Nile virus,10402,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2004
HM488191,West Nile virus,10621,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2004
HM488192,West Nile virus,10610,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2005
HM488193,West Nile virus,10409,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2005
HM488194,West Nile virus,10663,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2005
HM488195,West Nile virus,10488,complete,USA: Illinois,USA,IL,Cyanocitta cristata,2005
HM488196,West Nile virus,10437,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2005
HM488197,West Nile virus,10620,complete,USA: Illinois,USA,IL,Corvus brachyrhynchos,2005
HM488198,West Nile virus,10617,complete,USA: Illinois,USA,IL,Culex pipiens,2005
HM488199,West Nile virus,10614,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
HM488200,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
HM488201,West Nile virus,10665,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2007
HM488202,West Nile virus,10463,complete,USA: New York,USA,NY,Cyanocitta cristata,2007
HM488203,West Nile virus,10620,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488204,West Nile virus,10617,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488205,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488206,West Nile virus,10541,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488207,West Nile virus,10621,complete,USA: New York,USA,NY,Cyanocitta cristata,2008
HM488208,West Nile virus,10691,complete,USA: Connecticut,USA,CT,Culex salinarius,2002
HM488209,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Ochlerotatus sticticus,2003
HM488210,West Nile virus,10709,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488211,West Nile virus,10649,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488212,West Nile virus,10761,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488213,West Nile virus,10672,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488214,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM488215,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488216,West Nile virus,10645,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488217,West Nile virus,10467,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488218,West Nile virus,10491,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM488219,West Nile virus,10985,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM488220,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488221,West Nile virus,10704,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488222,West Nile virus,10649,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488223,West Nile virus,10619,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488224,West Nile virus,10439,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488225,West Nile virus,10620,complete,USA: Connecticut,USA,CT,Aedes cinereus,2003
HM488226,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM488227,West Nile virus,10655,complete,USA: Connecticut,USA,CT,Culex restuans,2003
HM488228,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488229,West Nile virus,10622,complete,USA: Connecticut,USA,CT,Psorophora ferox,2003
HM488230,West Nile virus,10985,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488231,West Nile virus,10501,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488232,West Nile virus,10737,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488233,West Nile virus,10732,complete,USA: Connecticut,USA,CT,Aedes vexans,2003
HM488234,West Nile virus,10741,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM488235,West Nile virus,10908,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488236,West Nile virus,10843,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM488237,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488238,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488239,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488240,West Nile virus,10403,complete,USA: New York,USA,NY,Cyanocitta cristata,2008
HM488241,West Nile virus,10623,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488242,West Nile virus,10478,complete,USA: New York,USA,NY,Poecile atricapillus,2008
HM488243,West Nile virus,10618,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488244,West Nile virus,10629,complete,USA: New York,USA,NY,Falco sparverius,2008
HM488245,West Nile virus,10621,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2008
HM488246,West Nile virus,10533,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM488247,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM488248,West Nile virus,10608,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM488249,West Nile virus,10484,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2001
HM488250,West Nile virus,10611,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM488251,West Nile virus,10612,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2003
HM488252,West Nile virus,10611,complete,USA: New York,USA,NY,Corvus brachyrhynchos,2005
HM488253,West Nile virus,10636,complete,USA: Illinois,USA,IL,Culex,2006
HM488254,West Nile virus,10621,complete,USA: Illinois,USA,IL,Culex,2007
HM756648,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Ochlerotatus trivittatus,2002
HM756649,West Nile virus,10485,complete,USA: Connecticut,USA,CT,Culex pipiens,2006
HM756650,West Nile virus,10809,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM756651,West Nile virus,10637,complete,USA: Connecticut,USA,CT,Ochlerotatus trivittatus,2003
HM756652,West Nile virus,10619,complete,USA: Connecticut,USA,CT,Aedes cinereus,2003
HM756653,West Nile virus,10621,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
HM756654,West Nile virus,10509,complete,USA: Connecticut,USA,CT,Culex salinarius,2003
HM756656,West Nile virus,10649,complete,USA: Connecticut,USA,CT,Culiseta melanura,2003
HM756657,West Nile virus,11026,complete,USA: Connecticut,USA,CT,Culex pipiens,2003
